,站號,站名,海拔高度(m),城市,經度,緯度,地址
507,C1E681,南勢山,977.0,苗栗縣,120.923831,24.421669,泰安鄉大興村(從泰安國小進入站址車程約10分鐘)
508,C1E691,南湖,786.0,苗栗縣,120.837533,24.40135,大湖鄉(位於南湖台3線135k處之吊樑道山上)
509,C1E701,八卦,737.0,苗栗縣,120.927619,24.491756,泰安鄉(與八卦派出所相距約1.2k處)
510,C1E711,馬拉邦山,990.0,苗栗縣,120.901656,24.367306,大湖鄉東興村(馬拉邦山登山口)
511,C1E721,泰安,1409.0,苗栗縣,120.968036,24.489017,泰安鄉橫龍古道上(走路約5分鐘)之大湖事業區18林班地
512,C1E770,公館,83.0,苗栗縣,120.830806,24.526914,公館鄉鶴岡村178號(鶴岡國中)
513,C1E890,國三N149K,53.0,苗栗縣,120.680019,24.463414,國道3號北向149K
514,C1E900,國一N128K,80.0,苗栗縣,120.844186,24.560997,國道1號北向128K
515,C1F871,上谷關,1000.0,臺中市,121.018644,24.203483,和平區(博愛國小谷關分校附近)
516,C1F891,稍來,2205.0,臺中市,121.001142,24.265689,和平區八仙山事業區49林班地船型山苗圃廢棄觀測坪附近
517,C1F911,新伯公,417.0,臺中市,120.841069,24.221361,東勢區詒福段163地號(台電公司門前右前方)
518,C1F941,雪嶺,2620.0,臺中市,121.026642,24.280586,和平區雪嶺地區八仙山事業區60林班地小雪山莊後方水塔後山頂
519,C1F9B1,桐林,130.0,臺中市,120.735194,24.066172,霧峰區桐林里民生路(桐林國小斜對面)
520,C1F9C1,白冷,610.0,臺中市,120.929889,24.182844,和平區天輪里天輪巷42號(臺中市和平區白冷國民小學校園內)
521,C1F9D1,白毛台,639.0,臺中市,120.886933,24.158325,新社區福興里福民路13號旁
522,C1F9E1,龍安,563.0,臺中市,120.831961,24.1605,新社區中和里內(距龍安橋約1.2k處)
523,C1F9F1,伯公龍,500.0,臺中市,120.849047,24.272392,東勢區勢林街(宏覺寺旁)
524,C1F9G1,慶福山,810.0,臺中市,120.848378,24.180853,東勢區(台8線10.5k往馬鞍農場方向.車程約半小時)
525,C1F9J1,清水林,723.0,臺中市,120.820419,24.071242,太平區136縣道9.5k處旁約500公尺
526,C1F9W0,德基,1970.0,臺中市,121.190261,24.254783,和平區台8甲線69-70k處，彎入勝利路接翠巒產業道路約6.2km，路邊白色水塔旁
527,C1G691,下水埔,110.0,彰化縣,120.5676,23.816114,溪州鄉大莊國小(大庄村中橫巷1號)
528,C1G9D0,國一S218K,30.0,彰化縣,120.493253,23.890641,國道1號南向218.3K
529,C1H000,翠峰,2454.0,南投縣,121.205211,24.109397,仁愛鄉翠峰段30地號東側旁(臺14甲線19-19.5k處的長途通信機房旁)
530,C1H840,國三N238K,231.0,南投縣,120.707711,23.841008,國道3號北向238.2K
531,C1H860,瑞岩,1840.0,南投縣,121.18345,24.123772,仁愛鄉
532,C1H900,清流,934.0,南投縣,120.962997,24.080775,仁愛鄉互助村
533,C1H920,長豐,736.0,南投縣,120.879897,24.102039,國姓鄉長豐村東二巷71號(仙徠山莊內)
534,C1H941,雙冬,630.0,南投縣,120.802189,23.967378,草屯鎮雙冬里
535,C1H971,六分寮,428.0,南投縣,120.6378,23.92507,南投市鳳鳴里八卦路831號(南投縣政府消防局第一大隊鳳鳴分隊)
536,C1H9B1,阿眉,1710.0,南投縣,120.994672,24.1263,仁愛鄉(水利局雨量站旁)
537,C1I020,萬大,1120.0,南投縣,121.132261,23.979817,仁愛鄉親愛村萬大水庫宿舍旁
538,C1I030,武界,948.0,南投縣,121.052483,23.913225,仁愛鄉法治村
539,C1I050,丹大,2568.0,南投縣,121.141147,23.753747,信義鄉丹大事業區第十七林班地(瞭望台旁)
540,C1I070,和社,825.0,南投縣,120.888861,23.591131,信義鄉中橫同富村同和巷47號和社分社觀測坪內
541,C1I101,溪頭,1810.0,南投縣,120.807647,23.661789,鹿谷鄉內湖村森林巷溪頭林營區(鳳凰山瞭望台旁)
542,C1I121,大鞍,1515.0,南投縣,120.760017,23.678381,竹山鎮樟空倫山之三角點附近
543,C1I131,桶頭,311.0,南投縣,120.654117,23.641944,竹山鎮鯉南路338號旁
544,C1I140,卡奈托灣,1700.0,南投縣,121.087872,23.754364,信義鄉丹大事業區第16林班地
545,C1I150,青雲,393.0,南投縣,120.949378,23.793361,信義鄉地利村5鄰開信巷98-3號旁
546,C1I201,中心崙,677.0,南投縣,120.712097,23.728722,竹山鎮之中心崙林道4.1km處
547,C1I211,蘆竹湳,529.0,南投縣,120.811994,23.934019,中寮鄉清水村龍林巷4鄰58之6號旁
548,C1I220,樟湖,1098.0,南投縣,120.846983,23.905333,國姓鄉147縣道9km處與站址直線距離約1.6km
549,C1I230,九份二山,837.0,南投縣,120.845,23.961944,國姓鄉南港村九份二山上(921地震紀念公園內)
550,C1I240,外大坪,725.0,南投縣,120.917931,23.958697,埔里鎮種瓜路(投68)路口至站址車程約20分鐘
551,C1I250,鯉潭,732.0,南投縣,120.991131,23.961922,埔里鎮埔里高工旁中心路2km處
552,C1I260,北坑,601.0,南投縣,121.006903,23.9246,埔里鎮麒麟里4鄰武界路31號旁
553,C1I280,埔中,439.0,南投縣,120.642594,23.820778,名間鄉埔中村11之3號後面
554,C1I290,豐丘,1151.0,南投縣,120.887417,23.668178,信義鄉豐丘村豐丘產業道路末端
555,C1I310,西巒,1033.0,南投縣,120.883956,23.754486,信義鄉台21線道之人倫林道9.5k處
556,C1I320,奧萬大,1275.0,南投縣,121.178556,23.952956,仁愛鄉奧萬大森林遊樂區內(員工宿舍)
557,C1I330,楓樹林,1266.0,南投縣,121.076117,23.986803,仁愛鄉埔里事業區107林班地(臺14線近埔里市區)
558,C1I340,新興橋,897.0,南投縣,120.868728,23.563333,信義鄉臺21線新興橋附近
559,C1I400,凌霄,1399.0,南投縣,121.004456,24.018778,仁愛鄉守城段4地號
560,C1I430,翠華,2415.0,南投縣,121.224339,24.191961,仁愛鄉翠華村華岡段70地號內
561,C1I440,新高口,2540.0,南投縣,120.878939,23.478744,信義鄉新高口(臺18線約107.5k處路旁，對高岳營林區第31林班446號林地內)
562,C1I450,望鄉山,3025.0,南投縣,120.944286,23.594153,信義鄉巒大事業區第131林班內(郡大林道約32K附近，望鄉山三角點旁)
563,C1I470,杉林溪,1680.0,南投縣,120.786444,23.639517,竹山鎮大鞍里(杉林溪森林生態渡假園區收費亭附近，向欣谷碑旁)
564,C1I500,大尖山,2017.0,南投縣,120.994889,23.858572,仁愛鄉大尖山
565,C1I510,線浸林道,1208.0,南投縣,120.832956,23.761508,鹿谷鄉線浸林道11k附近
566,C1I550,國六W023K,373.0,南投縣,120.867742,23.979067,國道6號西向23.7K
567,C1K540,口湖,15.0,雲林縣,120.180517,23.585344,口湖鄉口湖村中正路一段280號(口湖消防分隊)
568,C1M390,龍美,1090.0,嘉義縣,120.654417,23.406728,番路鄉公興村隆美地區(舊地名為瀨頭)私人茶園內
569,C1M400,菜瓜坪,369.0,嘉義縣,120.576103,23.251928,大埔鄉西興村
570,C1M480,獨立山,840.0,嘉義縣,120.607797,23.537022,竹崎鄉(獨立山三角點旁)
571,C1M600,頭凍,986.0,嘉義縣,120.603339,23.406364,番路鄉阿里山公路23k處轉入興社產業道路盡頭
572,C1M610,石磐龍,1083.0,嘉義縣,120.663506,23.496606,竹崎鄉光華村
573,C1M620,瑞里,1252.0,嘉義縣,120.675197,23.545133,梅山鄉瑞里派出所旁小路至站址(公墓旁)車程約10分鐘
574,C1M640,十字,1567.0,嘉義縣,120.753683,23.492153,阿里山鄉十字村16號（十字國小樓頂）
575,C1M870,國三N285K,121.0,嘉義縣,120.505833,23.550319,國道3號北向285K
576,C1N001,沙崙,24.0,臺南市,120.309406,22.935472,歸仁區沙崙里184號北沙崙農場
577,C1O850,環湖,44.0,臺南市,120.418633,23.148617,大內區頭社里10號(大內國小鳴頭分校內)
578,C1O870,大棟山,1249.0,臺南市,120.52226,23.31157,白河區大棟山三角點
579,C1O880,關山,223.0,臺南市,120.594092,23.173397,南化區關山里西阿里關83號(瑞峰國小附近)
580,C1O921,楠西,115.0,臺南市,120.484083,23.183511,楠西區中興路107號(楠西國民中學內)
581,C1O940,東山服務區,55.0,臺南市,120.398472,23.286016,國道3號北向319.9K
582,C1R110,口社,110.0,屏東縣,120.645222,22.770111,三地門鄉口社村5鄰信義巷58-5號
583,C1R120,上德文,820.0,屏東縣,120.704442,22.763272,三地門鄉德文村口之公墓旁
584,C1R250,力里,92.0,屏東縣,120.629228,22.428117,春日鄉七佳村自強一路92號(力里國民小學內)
585,C1R290,石門山,260.0,屏東縣,120.756597,22.112611,牡丹鄉石門古戰場(恆春事業區29林班地)
586,C1R610,西大武山,1828.0,屏東縣,120.7322,22.617719,泰武鄉北大武山步道2.6k
587,C1R630,龍泉,60.0,屏東縣,120.59091,22.66701,內埔鄉大新路109號（屏東縣新生國民小學）
588,C1S670,摩天,1580.0,臺東縣,121.027,23.199503,海端鄉(省道臺20線169K福德宮後方)
589,C1S800,華源,80.0,臺東縣,121.02325,22.657883,太麻里鄉華源村
590,C1S820,金峰,177.0,臺東縣,120.933236,22.590969,金峰鄉嘉蘭村嘉蘭國小旁
591,C1S850,豐南,489.0,花蓮縣,121.262389,23.122139,富里鄉豐南村花82縣道盡頭叉路1k旁
592,C1S860,利嘉,516.0,臺東縣,121.050528,22.809417,卑南鄉利嘉林道6k附近梅子園
593,C1S870,南美山,222.0,臺東縣,121.382333,23.15025,成功鎮南美山產業道路盡頭柑橘園
594,C1S880,壽卡,474.0,臺東縣,120.858903,22.238911,達仁鄉(大武事業區第48林班內)電信轉播站後方
595,C1SA50,利嘉林道,1235.0,臺東縣,121.009389,22.82325,臺東縣卑南鄉利嘉林道17K處
596,C1SA70,都蘭,62.0,臺東縣,121.226881,22.87794,東河鄉都蘭村431號(都蘭國民小學教室頂樓)
597,C1T800,洛韶,1260.0,花蓮縣,121.453956,24.204558,秀林鄉富世村中橫公路洛韶11號旁
598,C1T810,慈恩,2049.0,花蓮縣,121.388386,24.192044,秀林鄉富世村關原路3號(救國團慈恩山莊)
599,C1T830,布洛灣,675.0,花蓮縣,121.57127,24.17184,秀林鄉布洛灣地區(布洛灣遊客中心圓環之廣場旁邊)
600,C1T920,中興,68.0,花蓮縣,121.498653,23.769503,壽豐鄉中興大橋橋頭旁
601,C1T940,大觀,539.0,花蓮縣,121.373133,23.714206,萬榮鄉(往臺16線過管制哨約12k處)
602,C1T950,太安,1050.0,花蓮縣,121.370128,23.666719,萬榮鄉太田事業區128林班地(馬太鞍苗圃)
603,C1T970,大農,183.0,花蓮縣,121.413331,23.615233,光復鄉花蓮糖廠之大農農場內(大農段691號)
604,C1T980,龍澗,1306.0,花蓮縣,121.411328,24.023289,秀林鄉龍澗發電廠旁
605,C1T990,高寮,128.0,花蓮縣,121.356808,23.394239,玉里鎮觀音里15鄰9號(觀音國民小學校園內)
606,C1TA00,太魯閣,94.0,花蓮縣,121.6236,24.15773,秀林鄉富世291號（太魯閣國家公園管理處內）
607,C1U501,牛鬥,280.0,宜蘭縣,121.573656,24.637836,大同鄉牛鬥地區
608,C1U670,寒溪,105.0,宜蘭縣,121.71691,24.634,冬山鄉大進村大進七路51號(大進國民小學校園內)
609,C1U690,新寮,101.0,宜蘭縣,121.751267,24.625561,冬山鄉中山瀑布附近
610,C1U840,東澳嶺,750.0,宜蘭縣,121.8485,24.5378,南澳鄉
611,C1U850,觀音海岸,665.0,宜蘭縣,121.77856,24.38319,南澳鄉之林務局羅東林區管理處和平事業區91林班
612,C1U880,北關,8.0,宜蘭縣,121.87188,24.90651,頭城鎮濱海路三段(北關梗枋漁港北側路邊)
613,C1U920,思源,2085.0,宜蘭縣,121.347214,24.393125,大同鄉與臺中市和平區交界之羅葉尾山步道邊(大甲溪事業區40林班內)
614,C1V160,達卡努瓦,1040.0,高雄市,120.705319,23.279811,那瑪夏區達卡努瓦里
615,C1V170,排雲,3690.0,高雄市,120.954147,23.463619,桃源區排雲山莊往南峰方向步行約6小時(登山口-8.5k排雲山莊-1.5k測站)
616,C1V190,南天池,2700.0,高雄市,120.91176,23.27403,桃源區長春祠旁之步道步行約50分鐘
617,C1V200,梅山,870.0,高雄市,120.823556,23.268447,桃源區梅山里(梅山口遊客中心旁道路步行約10分鐘)
618,C1V220,小關山,1781.0,高雄市,120.813603,23.154217,桃源區老濃溪事業區99林班地
619,C1V231,高中,731.0,高雄市,120.716711,23.134911,桃源區高中里
620,C1V300,御油山,1637.0,高雄市,120.715364,23.001983,桃源區農業委員會林業試驗所六龜分所鳳崗山苗圃觀測坪內
621,C1V340,大津,190.0,高雄市,120.645986,22.888322,六龜區大津里34號(龍興國小大津分校)
622,C1V390,尖山,60.0,高雄市,120.367789,22.813153,燕巢區尖山里尖山巷11之1號(燕巢國小尖山分校)
623,C1V570,吉東,82.0,高雄市,120.5454,22.85422,美濃區吉東里吉頂路19號(吉東國小)
624,C1V580,溪南(特生中心),1656.0,高雄市,120.788475,23.084972,桃源區石山林道7k(特有生物研究保育中心中海拔試驗站)
625,C1V590,新發,741.0,高雄市,120.646064,23.057019,六龜區旗山事業區61林班地
626,C1V600,藤枝,1561.0,高雄市,120.757042,23.071961,桃源區藤枝森林遊樂區遊客中心
627,C1V780,多納林道,1050.0,高雄市,120.737917,22.888028,茂林區多納林道9k(林試所六龜研究中心多納苗圃)
628,C1V830,國三S383K,114.0,高雄市,120.426475,22.781967,燕巢區國道3號南向383K
629,C1X040,東原,232.0,臺南市,120.463822,23.291597,東山區高原里4鄰31號後方果園
630,C1Z030,紅葉,218.0,花蓮縣,121.338806,23.493119,萬榮鄉紅葉村教堂附近
631,C1Z040,立山,434.0,花蓮縣,121.327375,23.443356,卓溪鄉立山村後山上
632,C1Z110,三棧,680.0,花蓮縣,121.60501,24.11557,秀林鄉雙露山
633,C1Z120,壽豐,62.0,花蓮縣,121.508081,23.870853,壽豐鄉壽豐村壽山路37號(壽豐鄉文康中心)
634,C1Z130,銅門,187.0,花蓮縣,121.492842,23.965694,秀林鄉銅門村69號(銅門國小)
635,C1Z140,荖溪,950.0,花蓮縣,121.45964,23.890575,秀林鄉
636,C1Z240,中平林道,1163.0,花蓮縣,121.26763,23.42115,卓溪鄉中平林道(玉里林道)約15K鐵牌處步行上山高地
